===== WPFI OUTPUT =====
dataset = D:\Phan-mem-huong-doi-tuong-main\src\data\chess.txt
input   = D:\Phan-mem-huong-doi-tuong-main\src\input.txt
MSUP=3  T=0.15  useExactTail=false
transactions=500
----------------------------------------------
Itemset	k	mu	pTail	avgW	score
{24, 39}	2	16.180002	0.999986	0.418020	0.418014
{52, 68}	2	118.252477	1.000000	0.417182	0.417182
{1, 55}	2	26.167057	1.000000	0.417063	0.417063
{31, 44}	2	96.571491	1.000000	0.416528	0.416528
{24, 44}	2	70.335138	1.000000	0.414847	0.414847
{42, 46}	2	92.280398	1.000000	0.414761	0.414761
{29, 36}	2	118.094287	1.000000	0.414729	0.414729
{51, 70}	2	29.059323	1.000000	0.414718	0.414717
{55, 56}	2	27.940814	1.000000	0.414408	0.414408
{52, 60}	2	129.452007	1.000000	0.414174	0.414174
{31, 5}	2	100.238350	1.000000	0.413753	0.413753
{64}	1	212.327926	1.000000	0.413230	0.413230
{1, 25}	2	137.591633	1.000000	0.413137	0.413137
{39, 73}	2	4.873957	0.864323	0.477192	0.412448
{24, 5}	2	70.192630	1.000000	0.412073	0.412073
{13, 9}	2	53.588738	1.000000	0.411572	0.411572
{25, 56}	2	126.766603	1.000000	0.410482	0.410482
{54, 9}	2	98.758111	1.000000	0.410392	0.410392
{13, 28}	2	17.014126	0.999993	0.410258	0.410255
{50, 9}	2	72.623654	1.000000	0.410017	0.410017
{68, 70}	2	80.739546	1.000000	0.409709	0.409709
{28, 54}	2	34.802920	1.000000	0.409077	0.409077
{10, 40}	2	6.928719	0.968730	0.422244	0.409041
{28, 50}	2	25.266318	1.000000	0.408702	0.408702
{1, 66}	2	132.225303	1.000000	0.408150	0.408150
{62, 74}	2	127.512801	1.000000	0.407234	0.407234
{60, 70}	2	83.875722	1.000000	0.406702	0.406702
{12, 29}	2	42.228115	1.000000	0.406367	0.406366
{31, 46}	2	76.035095	1.000000	0.405737	0.405737
{16, 38}	2	43.024071	1.000000	0.405720	0.405720
{56, 66}	2	127.544326	1.000000	0.405495	0.405495
{20, 9}	2	42.167685	1.000000	0.404650	0.404649
{1, 21}	2	135.660474	1.000000	0.404077	0.404077
{24, 46}	2	56.474504	1.000000	0.404057	0.404057
{20, 28}	2	12.846603	0.999746	0.403335	0.403233
{18, 64}	2	17.030271	0.999993	0.403108	0.403105
{25, 43}	2	5.547580	0.914520	0.440339	0.402699
{14, 55}	2	12.668913	0.999704	0.402554	0.402435
{21, 56}	2	127.779065	1.000000	0.401422	0.401422
{27, 74}	2	89.632604	1.000000	0.400365	0.400365
{3, 64}	2	101.736385	1.000000	0.400242	0.400242
{16, 36}	2	48.810510	1.000000	0.399754	0.399754
{13, 15}	2	37.678656	1.000000	0.399023	0.399022
{11, 58}	2	77.170798	1.000000	0.398683	0.398683
{14, 25}	2	74.605426	1.000000	0.398628	0.398628
{19, 9}	2	79.051256	1.000000	0.398260	0.398260
{15, 54}	2	56.958935	1.000000	0.397842	0.397842
{15, 50}	2	47.497846	1.000000	0.397467	0.397467
{40, 55}	2	23.282782	1.000000	0.397399	0.397399
{39, 9}	2	31.568965	1.000000	0.397361	0.397360
{19, 28}	2	24.388399	1.000000	0.396946	0.396945
{10, 52}	2	6.533666	0.958021	0.413637	0.396273
{29, 58}	2	113.736982	1.000000	0.394915	0.394915
{11, 42}	2	75.903291	1.000000	0.394406	0.394406
{44, 9}	2	119.228150	1.000000	0.394188	0.394188
{13, 23}	2	19.701481	0.999999	0.394157	0.394157
{14, 66}	2	78.414349	1.000000	0.393641	0.393641
{25, 40}	2	124.821475	1.000000	0.393473	0.393473
{18}	1	29.756554	1.000000	0.392986	0.392986
{23, 54}	2	32.434257	1.000000	0.392977	0.392976
{28, 44}	2	40.783505	1.000000	0.392873	0.392873
{23, 50}	2	28.396847	1.000000	0.392602	0.392601
{43, 68}	2	4.536080	0.830440	0.472655	0.392511
{15, 20}	2	19.221590	0.999999	0.392100	0.392100
{5, 9}	2	116.873414	1.000000	0.391413	0.391413
{12, 16}	2	31.225873	1.000000	0.391392	0.391391
{38, 4}	2	16.416135	0.999989	0.390853	0.390848
{29, 42}	2	112.027942	1.000000	0.390637	0.390637
{28, 5}	2	37.869253	1.000000	0.390099	0.390098
{18, 3}	2	13.199647	0.999812	0.390120	0.390046
{14, 21}	2	74.469381	1.000000	0.389568	0.389568
{52, 55}	2	27.421680	1.000000	0.388792	0.388792
{43, 58}	2	3.681991	0.711507	0.546134	0.388578
{40, 66}	2	123.225882	1.000000	0.388486	0.388486
{3}	1	223.037109	1.000000	0.387253	0.387253
{20, 23}	2	20.154507	1.000000	0.387235	0.387234
{15, 19}	2	58.047006	1.000000	0.385711	0.385711
{49, 9}	2	2.895168	0.552918	0.697235	0.385514
{11, 31}	2	61.053801	1.000000	0.385382	0.385382
{36, 4}	2	16.903084	0.999993	0.384887	0.384884
{25, 52}	2	133.084496	1.000000	0.384866	0.384866
{1, 74}	2	128.748804	1.000000	0.384824	0.384824
{15, 39}	2	21.481860	1.000000	0.384811	0.384811
{21, 40}	2	122.906872	1.000000	0.384413	0.384413
{11, 24}	2	55.782309	1.000000	0.383702	0.383702
{46, 9}	2	90.955318	1.000000	0.383397	0.383397
{62, 64}	2	104.234220	1.000000	0.383024	0.383024
{56, 74}	2	119.673107	1.000000	0.382169	0.382169
{28, 46}	2	32.010472	1.000000	0.382083	0.382082
{15, 44}	2	76.779721	1.000000	0.381638	0.381638
{29, 31}	2	96.482349	1.000000	0.381613	0.381613
{55, 70}	2	15.227690	0.999968	0.381320	0.381307
{44, 69}	2	5.763748	0.926621	0.411035	0.380874
{19, 23}	2	33.403712	1.000000	0.380845	0.380845
{36, 43}	2	3.461471	0.671968	0.565948	0.380299
{23, 39}	2	16.905819	0.999993	0.379946	0.379943
{16, 58}	2	54.103056	1.000000	0.379940	0.379940
{24, 29}	2	67.520807	1.000000	0.379933	0.379933
{52, 66}	2	132.867660	1.000000	0.379879	0.379879
{15, 5}	2	70.286789	1.000000	0.378864	0.378864
{13, 51}	2	23.975729	1.000000	0.378743	0.378743
{33, 7}	2	2.663094	0.497292	0.760165	0.378024
{51, 54}	2	37.552459	1.000000	0.377563	0.377562
{25, 70}	2	89.075279	1.000000	0.377394	0.377394
{43, 72}	2	3.172926	0.614417	0.613997	0.377250
{23, 44}	2	51.496353	1.000000	0.376772	0.376772
{27, 64}	2	71.873524	1.000000	0.376155	0.376155
{21, 52}	2	133.214083	1.000000	0.375806	0.375806
{16, 42}	2	47.767027	1.000000	0.375662	0.375662
{33, 62}	2	3.958045	0.755685	0.495587	0.374507
{23, 5}	2	47.367061	1.000000	0.373998	0.373998
{13, 68}	2	51.077262	1.000000	0.373734	0.373734
{33, 66}	2	3.356598	0.651813	0.573329	0.373703
{18, 62}	2	15.832380	0.999981	0.372902	0.372895
{54, 68}	2	98.555825	1.000000	0.372554	0.372554
{66, 70}	2	84.826336	1.000000	0.372407	0.372407
{50, 68}	2	68.140317	1.000000	0.372179	0.372179
{20, 51}	2	13.644032	0.999872	0.371821	0.371773
{15, 46}	2	57.625818	1.000000	0.370848	0.370848
{13, 60}	2	52.028346	1.000000	0.370727	0.370727
{14, 74}	2	67.113030	1.000000	0.370315	0.370315
{3, 62}	2	111.738321	1.000000	0.370036	0.370036
{31, 43}	2	3.583714	0.694359	0.532832	0.369977
{19, 69}	2	5.198424	0.891096	0.415108	0.369901
{54, 60}	2	102.286840	1.000000	0.369547	0.369547
{50, 60}	2	78.959046	1.000000	0.369172	0.369172
{20, 73}	2	3.990071	0.760438	0.484481	0.368418
{21, 70}	2	88.736336	1.000000	0.368334	0.368334
{20, 68}	2	40.473589	1.000000	0.366812	0.366812
{16, 31}	2	40.898367	1.000000	0.366638	0.366638
{23, 46}	2	37.647786	1.000000	0.365982	0.365982
{19, 51}	2	32.620515	1.000000	0.365431	0.365431
{40, 74}	2	117.371598	1.000000	0.365159	0.365159
{18, 27}	2	10.072422	0.997390	0.366033	0.365078
{4, 58}	2	15.545709	0.999976	0.365072	0.365063
{16, 24}	2	34.286441	1.000000	0.364958	0.364957
{43, 60}	2	4.102511	0.776536	0.469647	0.364698
{39, 51}	2	18.766510	0.999999	0.364532	0.364531
{1, 49}	2	3.605286	0.698188	0.521943	0.364414
{20, 60}	2	35.985938	1.000000	0.363805	0.363804
{27, 3}	2	80.272670	1.000000	0.363167	0.363167
{11, 9}	2	81.051456	1.000000	0.363042	0.363042
{11, 28}	2	25.150192	1.000000	0.361728	0.361727
{44, 51}	2	43.708917	1.000000	0.361359	0.361358
{4, 42}	2	15.779176	0.999980	0.360795	0.360787
{1, 64}	2	108.218228	1.000000	0.360614	0.360614
{19, 68}	2	80.047989	1.000000	0.360423	0.360423
{39, 68}	2	32.156576	1.000000	0.359523	0.359523
{29, 9}	2	113.734004	1.000000	0.359273	0.359273
{5, 69}	2	5.042254	0.878862	0.408261	0.358805
{5, 51}	2	42.248364	1.000000	0.358584	0.358584
{56, 64}	2	102.039324	1.000000	0.357959	0.357959
{28, 29}	2	36.737283	1.000000	0.357959	0.357958
{43}	1	8.097439	0.987255	0.362402	0.357783
{19, 60}	2	84.454298	1.000000	0.357415	0.357415
{10, 54}	2	6.887549	0.967748	0.369010	0.357108
{52, 74}	2	123.336053	1.000000	0.356553	0.356553
{39, 60}	2	34.089713	1.000000	0.356516	0.356515
{44, 68}	2	114.939335	1.000000	0.356350	0.356350
{4, 65}	2	4.679010	0.845578	0.421173	0.356134
{33, 74}	2	3.323345	0.645240	0.550002	0.354884
{5, 68}	2	112.352508	1.000000	0.353576	0.353576
{44, 60}	2	122.530084	1.000000	0.353343	0.353343
{62}	1	250.650446	1.000000	0.352818	0.352818
{10, 27}	2	4.046167	0.768584	0.457449	0.351588
{39, 69}	2	4.706026	0.848304	0.414208	0.351374
{10, 44}	2	9.215736	0.994760	0.352806	0.350957
{5, 60}	2	124.836519	1.000000	0.350568	0.350568
{46, 51}	2	39.509453	1.000000	0.350568	0.350568
{11, 15}	2	59.983125	1.000000	0.350493	0.350493
{1, 18}	2	14.544328	0.999941	0.350492	0.350471
{31, 4}	2	9.375468	0.995394	0.351771	0.350150
{24, 4}	2	14.717120	0.999950	0.350090	0.350072
{70, 74}	2	80.310424	1.000000	0.349080	0.349080
{18, 73}	2	2.993141	0.575271	0.605616	0.348393
{18, 56}	2	14.606669	0.999945	0.347837	0.347818
{1, 3}	2	112.077790	1.000000	0.347626	0.347626
{10, 19}	2	7.116731	0.972866	0.356878	0.347194
{15, 29}	2	73.263590	1.000000	0.346724	0.346724
{4, 73}	2	4.693967	0.847093	0.409262	0.346683
{10, 5}	2	8.390028	0.989874	0.350031	0.346486
{14, 64}	2	62.437973	1.000000	0.346105	0.346105
{27, 62}	2	93.030075	1.000000	0.345949	0.345949
{11, 23}	2	26.164530	1.000000	0.345627	0.345627
{46, 68}	2	84.549538	1.000000	0.345559	0.345559
{13, 55}	2	11.961618	0.999460	0.345345	0.345159
{3, 56}	2	109.307922	1.000000	0.344971	0.344971
{51, 69}	2	2.822168	0.535814	0.642601	0.344314
{16, 9}	2	51.767845	1.000000	0.344298	0.344298
{50, 55}	2	12.359273	0.999615	0.343790	0.343657
{15, 49}	2	2.680689	0.501633	0.684686	0.343461
{16, 28}	2	14.076207	0.999912	0.342984	0.342953
{46, 60}	2	92.769783	1.000000	0.342552	0.342552
{10, 50}	2	5.806494	0.928819	0.368635	0.342395
{23, 29}	2	51.726064	1.000000	0.341858	0.341858
{13, 25}	2	57.581035	1.000000	0.341419	0.341419
{29, 69}	2	5.435144	0.907531	0.376121	0.341341
{40, 64}	2	98.372501	1.000000	0.340950	0.340950
{25, 54}	2	109.686588	1.000000	0.340239	0.340239
{25, 50}	2	78.276528	1.000000	0.339864	0.339864
{27}	1	183.841766	1.000000	0.339080	0.339080
{20, 55}	2	12.666700	0.999704	0.338423	0.338322
{10, 46}	2	8.194909	0.988192	0.342015	0.337977
{46, 69}	2	4.642534	0.841831	0.400245	0.336938
{13, 66}	2	49.421817	1.000000	0.336432	0.336432
{54, 66}	2	107.653296	1.000000	0.335252	0.335252
{50, 66}	2	79.248880	1.000000	0.334877	0.334877
{20, 25}	2	43.088535	1.000000	0.334497	0.334496
{14, 18}	2	9.336838	0.995248	0.335983	0.334386
{14, 3}	2	63.405391	1.000000	0.333117	0.333117
{21, 43}	2	4.070577	0.772057	0.431279	0.332972
{13, 21}	2	56.388940	1.000000	0.332359	0.332359
{52, 64}	2	106.475486	1.000000	0.332343	0.332343
{19, 55}	2	15.002830	0.999961	0.332033	0.332020
{21, 54}	2	105.696045	1.000000	0.331179	0.331179
{49, 66}	2	2.806075	0.531993	0.622095	0.330950
{18, 40}	2	14.491858	0.999939	0.330828	0.330808
{21, 50}	2	78.994333	1.000000	0.330804	0.330804
{1, 62}	2	130.760736	1.000000	0.330408	0.330408
{11, 51}	2	32.791279	1.000000	0.330213	0.330213
{20, 66}	2	38.625840	1.000000	0.329510	0.329509
{39, 55}	2	9.275654	0.995008	0.331134	0.329480
{4, 9}	2	18.600694	0.999998	0.329431	0.329430
{19, 25}	2	88.472339	1.000000	0.328107	0.328107
{3, 40}	2	104.401498	1.000000	0.327962	0.327962
{44, 55}	2	24.730013	1.000000	0.327961	0.327960
{56, 62}	2	123.236197	1.000000	0.327753	0.327753
{25, 39}	2	38.171405	1.000000	0.327208	0.327207
{16, 23}	2	17.854985	0.999997	0.326883	0.326882
{29, 51}	2	45.338900	1.000000	0.326444	0.326444
{20, 21}	2	43.454393	1.000000	0.325437	0.325436
{11, 68}	2	77.372107	1.000000	0.325205	0.325205
{5, 55}	2	24.291987	1.000000	0.325186	0.325186
{64, 70}	2	68.356304	1.000000	0.324871	0.324871
{25, 44}	2	126.211752	1.000000	0.324035	0.324035
{1, 27}	2	94.762159	1.000000	0.323539	0.323539
{19, 66}	2	88.269143	1.000000	0.323120	0.323120
{54, 69}	2	3.959473	0.755898	0.427239	0.322949
{44, 49}	2	3.888192	0.745052	0.432840	0.322489
{39, 66}	2	37.030960	1.000000	0.322221	0.322220
{18, 52}	2	14.782021	0.999952	0.322221	0.322206
{11, 60}	2	81.155756	1.000000	0.322197	0.322197
{43, 66}	2	3.856139	0.740051	0.435352	0.322182
{29, 68}	2	113.922623	1.000000	0.321436	0.321436
{25, 5}	2	123.342186	1.000000	0.321260	0.321260
{18, 32}	2	2.539514	0.466282	0.688215	0.320902
{33, 56}	2	3.515383	0.681989	0.470522	0.320890
{27, 56}	2	91.663875	1.000000	0.320884	0.320884
{3, 52}	2	112.407784	1.000000	0.319355	0.319355
{49, 70}	2	3.381647	0.656706	0.486200	0.319290
{44, 66}	2	127.103674	1.000000	0.319048	0.319048
{19, 21}	2	85.902511	1.000000	0.319047	0.319047
{29, 60}	2	118.552554	1.000000	0.318428	0.318428
{21, 39}	2	36.468551	1.000000	0.318148	0.318147
{46, 55}	2	17.151217	0.999994	0.317170	0.317168
{20, 65}	2	3.290105	0.638582	0.496392	0.316987
{5, 66}	2	123.230638	1.000000	0.316273	0.316273
{15, 4}	2	10.068592	0.997382	0.316881	0.316051
{14, 62}	2	72.983710	1.000000	0.315899	0.315899
{21, 44}	2	131.295609	1.000000	0.314975	0.314975
{10, 29}	2	8.265127	0.988826	0.317891	0.314339
{18, 70}	2	10.234590	0.997716	0.314749	0.314030
{25, 46}	2	97.287545	1.000000	0.313244	0.313244
{13, 74}	2	54.205494	1.000000	0.313106	0.313106
{38, 69}	2	2.378338	0.424622	0.736852	0.312883
{21, 5}	2	126.542184	1.000000	0.312200	0.312200
{54, 74}	2	97.734773	1.000000	0.311925	0.311925
{3, 70}	2	68.610692	1.000000	0.311882	0.311882
{33, 52}	2	3.618378	0.700494	0.444906	0.311654
{50, 74}	2	72.419986	1.000000	0.311550	0.311550
{16, 51}	2	15.600246	0.999977	0.311469	0.311462
{40, 62}	2	119.807277	1.000000	0.310744	0.310744
{11, 69}	2	4.416915	0.816859	0.379890	0.310316
{1, 33}	2	3.370980	0.654629	0.473177	0.309755
{14, 27}	2	51.137312	1.000000	0.309030	0.309030
{46, 66}	2	97.295542	1.000000	0.308257	0.308257
{1}	1	257.633047	1.000000	0.307998	0.307998
{32, 47}	2	2.063033	0.340379	0.903894	0.307667
{27, 43}	2	5.007404	0.875970	0.350741	0.307239
{16, 68}	2	48.081228	1.000000	0.306460	0.306460
{20, 74}	2	36.653363	1.000000	0.306183	0.306183
{1, 56}	2	121.791946	1.000000	0.305343	0.305343
{21, 46}	2	99.466914	1.000000	0.304184	0.304184
{27, 40}	2	91.177441	1.000000	0.303875	0.303875
{16, 60}	2	53.868796	1.000000	0.303453	0.303453
{56}	1	242.424903	1.000000	0.302688	0.302688
{52, 62}	2	128.237817	1.000000	0.302137	0.302137
{49, 54}	2	3.456555	0.671042	0.449045	0.301328
{28, 49}	2	2.406129	0.431892	0.695920	0.300562
{19, 74}	2	84.887402	1.000000	0.299794	0.299794
{39, 74}	2	34.192105	1.000000	0.298894	0.298894
{24, 49}	2	2.346136	0.416157	0.717895	0.298757
{10, 70}	2	3.818182	0.734027	0.406165	0.298136
{37, 58}	2	3.278335	0.636204	0.467935	0.297702
{14, 69}	2	3.165793	0.612911	0.485629	0.297647
{11, 55}	2	10.170243	0.997592	0.296815	0.296100
{49, 68}	2	2.471771	0.448926	0.659398	0.296020
{44, 74}	2	119.715198	1.000000	0.295721	0.295721
{27, 52}	2	93.482978	1.000000	0.295268	0.295268
{62, 70}	2	84.443312	1.000000	0.294665	0.294665
{1, 14}	2	71.936316	1.000000	0.293489	0.293489
{29, 55}	2	25.188418	1.000000	0.293046	0.293046
{5, 74}	2	113.458786	1.000000	0.292947	0.292947
{11, 25}	2	89.628976	1.000000	0.292889	0.292889
{43, 74}	2	3.668959	0.709276	0.412026	0.292240
{4, 51}	2	7.773656	0.983599	0.296602	0.291737
{4, 68}	2	16.645128	0.999991	0.291593	0.291590
{14, 56}	2	66.602838	1.000000	0.290834	0.290834
{43, 62}	2	4.348035	0.808594	0.357610	0.289161
{25, 29}	2	126.833623	1.000000	0.289120	0.289120
{13, 64}	2	46.540125	1.000000	0.288896	0.288896
{4, 60}	2	13.220012	0.999816	0.288586	0.288532
{1, 40}	2	121.672638	1.000000	0.288334	0.288334
{11, 66}	2	86.250735	1.000000	0.287902	0.287902
{27, 70}	2	53.666047	1.000000	0.287796	0.287796
{54, 64}	2	82.537721	1.000000	0.287716	0.287716
{50, 64}	2	60.389761	1.000000	0.287341	0.287341
{49, 52}	2	3.011128	0.579298	0.493672	0.285983
{40, 56}	2	118.398046	1.000000	0.285679	0.285679
{19, 33}	2	3.830085	0.735928	0.388147	0.285648
{46, 74}	2	99.944911	1.000000	0.284931	0.284931
{33, 44}	2	3.864268	0.741326	0.384074	0.284724
{29, 66}	2	120.623278	1.000000	0.284133	0.284133
{11, 21}	2	87.309305	1.000000	0.283829	0.283829
{20, 64}	2	41.111516	1.000000	0.281974	0.281973
{21, 29}	2	127.263258	1.000000	0.280060	0.280060
{1, 52}	2	131.020188	1.000000	0.279727	0.279727
{49, 74}	2	2.538853	0.466114	0.598769	0.279094
{14}	1	144.150935	1.000000	0.278980	0.278980
{18, 54}	2	12.531190	0.999668	0.277594	0.277501
{52, 56}	2	122.488142	1.000000	0.277072	0.277072
{18, 50}	2	11.386338	0.999124	0.277219	0.276976
{16, 55}	2	9.406974	0.995510	0.278071	0.276823
{49, 60}	2	2.364412	0.420966	0.656390	0.276318
{1, 43}	2	4.471488	0.823189	0.335200	0.275933
{13, 3}	2	46.555818	1.000000	0.275908	0.275908
{19, 64}	2	65.089872	1.000000	0.275584	0.275584
{3, 54}	2	86.355813	1.000000	0.274727	0.274727
{39, 64}	2	31.558018	1.000000	0.274685	0.274684
{3, 50}	2	72.264606	1.000000	0.274352	0.274352
{16, 25}	2	55.277155	1.000000	0.274145	0.274145
{14, 40}	2	73.190306	1.000000	0.273825	0.273825
{33, 40}	2	3.121599	0.603494	0.453513	0.273692
{1, 70}	2	89.812811	1.000000	0.272255	0.272255
{18, 20}	2	14.046068	0.999910	0.271852	0.271827
{44, 64}	2	104.855692	1.000000	0.271512	0.271512
{15, 33}	2	2.383373	0.425941	0.635919	0.270864
{56, 70}	2	80.799246	1.000000	0.269600	0.269600
{16, 66}	2	59.044719	1.000000	0.269158	0.269158
{20, 3}	2	38.424435	1.000000	0.268985	0.268985
{13, 18}	2	6.751732	0.964298	0.278774	0.268821
{5, 64}	2	104.141745	1.000000	0.268737	0.268737
{40}	1	238.799735	1.000000	0.268670	0.268670
{43, 52}	2	4.913198	0.867844	0.306929	0.266367
{28, 4}	2	4.369380	0.811188	0.328116	0.266164
{14, 52}	2	73.608677	1.000000	0.265218	0.265218
{16, 21}	2	51.772570	1.000000	0.265085	0.265085
{11, 74}	2	84.786285	1.000000	0.264575	0.264575
{11, 33}	2	3.917330	0.749531	0.352929	0.264531
{40, 49}	2	2.775258	0.524628	0.502279	0.263509
{14, 49}	2	2.749192	0.518348	0.507434	0.263027
{19, 3}	2	70.814883	1.000000	0.262596	0.262596
{38, 49}	2	2.081779	0.345447	0.758657	0.262076
{3, 39}	2	37.604478	1.000000	0.261696	0.261696
{18, 44}	2	14.537733	0.999941	0.261390	0.261374
{29, 74}	2	123.612167	1.000000	0.260807	0.260807
{46, 64}	2	84.105167	1.000000	0.260721	0.260721
{40, 52}	2	124.439903	1.000000	0.260063	0.260063
{25, 4}	2	19.424330	0.999999	0.259278	0.259277
{29, 49}	2	3.354830	0.651466	0.397926	0.259235
{13, 62}	2	51.981999	1.000000	0.258690	0.258690
{18, 5}	2	13.114313	0.999798	0.258615	0.258563
{3, 44}	2	108.384939	1.000000	0.258523	0.258523
{14, 70}	2	44.790778	1.000000	0.257746	0.257746
{54, 62}	2	102.483153	1.000000	0.257510	0.257510
{50, 62}	2	79.200641	1.000000	0.257135	0.257135
{11, 49}	2	3.286064	0.637767	0.401695	0.256188
{3, 5}	2	107.819295	1.000000	0.255749	0.255749
{12, 69}	2	2.110345	0.353161	0.722523	0.255167
{4, 66}	2	15.877960	0.999982	0.254291	0.254286
{47, 73}	2	1.945167	0.308486	0.821294	0.253357
{49, 5}	2	3.050949	0.588127	0.430066	0.252934
{40, 70}	2	82.032855	1.000000	0.252591	0.252591
{3, 43}	2	3.470489	0.673660	0.374828	0.252506
{13, 27}	2	42.571815	1.000000	0.251821	0.251821
{20, 62}	2	40.592317	1.000000	0.251768	0.251767
{52}	1	254.653392	1.000000	0.251456	0.251456
{49, 62}	2	2.517259	0.460607	0.544353	0.250733
{27, 54}	2	73.059395	1.000000	0.250641	0.250641
{14, 33}	2	2.866814	0.546319	0.458668	0.250579
{18, 46}	2	12.975840	0.999773	0.250599	0.250542
{27, 50}	2	54.541430	1.000000	0.250266	0.250266
{21, 4}	2	15.416785	0.999973	0.250218	0.250211
{33, 64}	2	2.574294	0.475098	0.525793	0.249803
{31, 37}	2	2.874384	0.548087	0.454633	0.249178
{3, 46}	2	81.650695	1.000000	0.247733	0.247733
{40, 43}	2	4.132585	0.780687	0.315536	0.246335
{16, 74}	2	46.454876	1.000000	0.245831	0.245831
{63}	1	4.487971	0.825064	0.297769	0.245679
{19, 62}	2	82.103185	1.000000	0.245378	0.245378
{20, 27}	2	29.726881	1.000000	0.244899	0.244898
{18, 55}	2	2.807843	0.532414	0.459557	0.244675
{39, 62}	2	35.920727	1.000000	0.244479	0.244478
{52, 70}	2	82.052958	1.000000	0.243984	0.243984
{44, 62}	2	124.158275	1.000000	0.241306	0.241306
{11, 64}	2	64.622538	1.000000	0.240366	0.240366
{33, 46}	2	3.310730	0.642724	0.373284	0.239918
{5, 62}	2	121.851096	1.000000	0.238531	0.238531
{19, 27}	2	65.342270	1.000000	0.238509	0.238509
{27, 39}	2	32.363110	1.000000	0.237610	0.237609
{29, 64}	2	96.997883	1.000000	0.236597	0.236597
{70}	1	167.250674	1.000000	0.236511	0.236511
{1, 13}	2	58.942808	1.000000	0.236280	0.236280
{63, 72}	2	2.306229	0.405612	0.581680	0.235937
{49, 64}	2	2.322659	0.409961	0.574559	0.235547
{1, 54}	2	107.140861	1.000000	0.235100	0.235100
{1, 50}	2	79.929443	1.000000	0.234725	0.234725
{27, 44}	2	87.075029	1.000000	0.234437	0.234437
{13, 56}	2	52.352311	1.000000	0.233625	0.233625
{54, 56}	2	96.189290	1.000000	0.232445	0.232445
{50, 56}	2	75.335924	1.000000	0.232070	0.232070
{27, 5}	2	87.731508	1.000000	0.231662	0.231662
{4, 74}	2	16.288864	0.999987	0.230964	0.230961
{43, 56}	2	3.584228	0.694451	0.332545	0.230936
{46, 62}	2	98.821541	1.000000	0.230515	0.230515
{10, 11}	2	3.698151	0.714254	0.321660	0.229747
{1, 20}	2	39.498776	1.000000	0.229358	0.229357
{31, 49}	2	1.980439	0.318029	0.719575	0.228846
{33, 70}	2	2.765795	0.522353	0.437433	0.228494
{33, 54}	2	2.964927	0.568906	0.400278	0.227721
{11, 3}	2	67.409541	1.000000	0.227378	0.227378
{17, 63}	2	2.132968	0.359263	0.632335	0.227174
{20, 56}	2	38.734095	1.000000	0.226703	0.226702
{32, 4}	2	2.516949	0.460527	0.491862	0.226516
{18, 29}	2	13.045133	0.999786	0.226475	0.226426
{11, 18}	2	7.696152	0.982585	0.230244	0.226234
{27, 46}	2	68.353108	1.000000	0.223646	0.223646
{29, 3}	2	107.763722	1.000000	0.223609	0.223609
{1, 19}	2	85.946803	1.000000	0.222968	0.222968
{1, 39}	2	36.171918	1.000000	0.222069	0.222068
{10, 39}	2	3.217055	0.623644	0.355979	0.222004
{16, 64}	2	49.800337	1.000000	0.221622	0.221622
{50, 69}	2	2.749401	0.518399	0.426864	0.221286
{14, 54}	2	60.573669	1.000000	0.220591	0.220591
{19, 56}	2	82.936882	1.000000	0.220313	0.220313
{14, 50}	2	50.454292	1.000000	0.220216	0.220216
{39, 56}	2	36.528947	1.000000	0.219414	0.219413
{1, 44}	2	124.042488	1.000000	0.218896	0.218896
{33, 5}	2	2.981063	0.572554	0.381300	0.218315
{13, 40}	2	48.412627	1.000000	0.216616	0.216616
{44, 56}	2	118.263656	1.000000	0.216241	0.216241
{1, 5}	2	122.488141	1.000000	0.216121	0.216121
{40, 54}	2	98.888434	1.000000	0.215436	0.215436
{40, 50}	2	73.762849	1.000000	0.215061	0.215061
{14, 20}	2	20.683703	1.000000	0.214849	0.214848
{72, 8}	2	2.397299	0.429585	0.499386	0.214529
{5, 56}	2	118.350088	1.000000	0.213466	0.213466
{43, 54}	2	4.383184	0.812850	0.262302	0.213212
{16, 18}	2	16.464686	0.999989	0.211500	0.211498
{11, 62}	2	82.506736	1.000000	0.210160	0.210160
{20, 40}	2	37.793371	1.000000	0.209694	0.209693
{43, 5}	2	4.843970	0.861576	0.243323	0.209641
{16, 3}	2	46.411713	1.000000	0.208634	0.208634
{14, 19}	2	46.275394	1.000000	0.208459	0.208459
{1, 46}	2	100.765404	1.000000	0.208105	0.208105
{13, 52}	2	50.789904	1.000000	0.208009	0.208009
{14, 39}	2	15.785976	0.999980	0.207560	0.207555
{36, 63}	2	2.239638	0.387895	0.533632	0.206993
{34, 37}	2	2.269256	0.395792	0.522847	0.206939
{52, 54}	2	110.025510	1.000000	0.206829	0.206829
{50, 52}	2	79.110823	1.000000	0.206454	0.206454
{29, 62}	2	119.641774	1.000000	0.206391	0.206391
{4, 64}	2	9.648073	0.996308	0.206754	0.205991
{10, 51}	2	2.104802	0.351665	0.584371	0.205503
{46, 56}	2	94.841932	1.000000	0.205450	0.205450
{14, 44}	2	69.718190	1.000000	0.204387	0.204387
{36, 49}	2	1.804441	0.270568	0.752691	0.203654
{19, 40}	2	83.634654	1.000000	0.203304	0.203304
{11, 27}	2	60.475037	1.000000	0.203291	0.203291
