===== WPFI OUTPUT =====
dataset = D:\Phan-mem-huong-doi-tuong-main\src\data\mushrooms.txt
input   = D:\Phan-mem-huong-doi-tuong-main\src\input.txt
MSUP=2  T=0.1  useExactTail=false
transactions=100
----------------------------------------------
Itemset	k	mu	pTail	avgW	score
{1, 36, 94}	3	12.160582	0.999931	0.414018	0.413989
{44, 57, 67}	3	3.782833	0.891152	0.464495	0.413935
{128, 39, 56}	3	11.509935	0.999875	0.413950	0.413898
{1, 44, 97}	3	4.262303	0.925855	0.446960	0.413820
{12, 88}	2	13.683967	0.999983	0.413753	0.413746
{104, 39, 71}	3	11.830127	0.999907	0.413744	0.413706
{22, 6, 97}	3	2.677316	0.747194	0.553669	0.413698
{1, 21, 79}	3	6.969596	0.992508	0.416646	0.413524
{23, 6, 79}	3	4.943032	0.957609	0.431813	0.413508
{120, 21, 6}	3	2.871726	0.780856	0.529553	0.413505
{128, 36, 42}	3	11.460430	0.999869	0.413225	0.413171
{1, 67}	2	24.543436	1.000000	0.413137	0.413137
{44, 56, 57}	3	3.900773	0.900876	0.458455	0.413011
{71, 79, 90}	3	16.532019	0.999999	0.412911	0.412911
{26, 71, 94}	3	5.558153	0.974712	0.423592	0.412880
{113, 128, 9}	3	2.956496	0.794259	0.519796	0.412852
{23, 53, 56}	3	4.872142	0.955037	0.432225	0.412791
{1, 6, 9}	3	2.787707	0.766820	0.538252	0.412742
{104, 120, 90}	3	12.813766	0.999962	0.412717	0.412702
{120, 71, 94}	3	10.910515	0.999782	0.412789	0.412699
{42, 53, 9}	3	2.323724	0.674580	0.611568	0.412551
{113, 5, 97}	3	2.237336	0.654439	0.629996	0.412294
{23, 67, 79}	3	14.076251	0.999988	0.412274	0.412269
{12, 5, 90}	3	4.096455	0.915238	0.450395	0.412219
{113, 12}	2	5.564695	0.974852	0.422777	0.412145
{21, 53, 94}	3	2.396466	0.690789	0.596469	0.412034
{25, 56, 88}	3	5.459242	0.972504	0.423640	0.411992
{104, 26, 90}	3	5.456118	0.972432	0.423520	0.411844
{21, 44, 94}	3	2.215375	0.649162	0.634308	0.411769
{5, 67, 71}	3	6.968877	0.992504	0.414870	0.411760
{1, 104, 23}	3	12.052413	0.999924	0.411750	0.411719
{39, 53, 88}	3	3.267611	0.837415	0.491561	0.411641
{23, 36}	2	22.241679	1.000000	0.411572	0.411572
{113, 42, 44}	3	2.163484	0.636440	0.646556	0.411494
{104, 44, 94}	3	4.913425	0.956552	0.429873	0.411196
{108, 53}	2	2.940684	0.791815	0.518867	0.410846
{128, 56, 57}	3	12.233351	0.999936	0.410707	0.410680
{1, 22, 39}	3	6.611188	0.989761	0.414723	0.410477
{104, 57, 71}	3	11.535054	0.999877	0.410501	0.410450
{23, 26}	2	10.330670	0.999630	0.410392	0.410240
{22, 67}	2	9.765442	0.999382	0.410482	0.410228
{104, 71, 9}	3	4.165289	0.919808	0.445872	0.410116
{21, 53, 67}	3	2.990619	0.799446	0.512730	0.409900
{39, 53, 57}	3	3.672140	0.881225	0.465058	0.409820
{36, 39, 6}	3	3.817392	0.894089	0.458312	0.409772
{26, 57, 9}	3	3.068867	0.810904	0.505273	0.409728
{104, 22, 88}	3	5.149268	0.964312	0.424873	0.409710
{113, 21, 94}	3	1.736428	0.517982	0.790926	0.409686
{36, 56, 6}	3	6.597172	0.989636	0.413870	0.409581
{128, 71, 97}	3	11.740106	0.999898	0.409573	0.409531
{25, 42, 5}	3	3.498998	0.864006	0.473885	0.409440
{1, 50, 90}	3	4.486131	0.938203	0.436379	0.409413
{36, 5, 88}	3	5.726312	0.978078	0.418359	0.409188
{22, 5, 88}	3	3.669299	0.880959	0.464401	0.409118
{104, 12, 90}	3	7.607898	0.995726	0.410868	0.409112
{1, 113, 21}	3	2.185513	0.641884	0.637094	0.408941
{128, 5, 97}	3	5.029935	0.960569	0.425630	0.408847
{36, 6, 67}	3	5.503959	0.973525	0.419910	0.408793
{128, 22, 90}	3	5.826406	0.979871	0.416863	0.408472
{1, 26, 97}	3	5.735922	0.978257	0.417208	0.408137
{108, 128, 9}	3	2.460137	0.704424	0.579291	0.408066
{21, 26, 56}	3	2.944022	0.792333	0.514777	0.407875
{120, 5, 94}	3	4.767923	0.950984	0.428847	0.407826
{26, 36, 42}	3	4.640154	0.945537	0.431221	0.407736
{104, 44, 97}	3	4.515682	0.939680	0.433851	0.407681
{1, 26, 90}	3	4.399814	0.933692	0.436629	0.407677
{104, 108, 79}	3	7.434429	0.995019	0.409476	0.407437
{12, 6, 88}	3	3.559163	0.870234	0.468133	0.407385
{39, 50, 56}	3	4.576042	0.942591	0.431697	0.406914
{50, 56, 57}	3	4.732238	0.949518	0.428453	0.406824
{113, 26, 57}	3	3.059924	0.809625	0.502421	0.406773
{26, 56, 9}	3	3.617300	0.876002	0.464074	0.406530
{1, 22, 57}	3	6.386730	0.987563	0.411479	0.406362
{1, 120, 97}	3	11.185796	0.999831	0.406406	0.406337
{23, 56, 79}	3	12.503105	0.999950	0.406234	0.406214
{5, 56, 71}	3	7.139455	0.993544	0.408830	0.406190
{108, 21, 6}	3	1.731396	0.516442	0.786221	0.406037
{120, 39, 6}	3	3.998518	0.908313	0.446723	0.405764
{128, 88}	2	26.099861	1.000000	0.405737	0.405737
{53, 6, 94}	3	3.132615	0.819803	0.494775	0.405618
{128, 71, 94}	3	11.718253	0.999896	0.405595	0.405553
{104, 128, 90}	3	13.696489	0.999983	0.405524	0.405517
{22, 39, 5}	3	4.154018	0.919076	0.441141	0.405442
{12, 71, 97}	3	5.673849	0.977078	0.414917	0.405406
{12, 71, 94}	3	6.268807	0.986229	0.410939	0.405280
{39, 6, 79}	3	4.910196	0.956436	0.423446	0.404999
{104, 36, 97}	3	12.158342	0.999931	0.404886	0.404858
{104, 50, 90}	3	4.911156	0.956470	0.423270	0.404845
{23, 50}	2	6.311110	0.986723	0.410017	0.404573
{39, 44, 56}	3	3.620013	0.876265	0.461698	0.404570
{113, 26, 94}	3	2.607844	0.734126	0.551002	0.404505
{108, 50, 67}	3	2.794218	0.767936	0.526507	0.404324
{1, 56}	2	22.647914	1.000000	0.404077	0.404077
{22, 6, 88}	3	2.780949	0.765658	0.527614	0.403972
{39, 67, 79}	3	13.356946	0.999977	0.403908	0.403898
{25, 39, 9}	3	3.341242	0.846351	0.476950	0.403667
{128, 39, 6}	3	4.142040	0.918291	0.439529	0.403615
{1, 6, 71}	3	6.521800	0.988935	0.407990	0.403476
{1, 104, 39}	3	11.351037	0.999855	0.403384	0.403325
{113, 36, 71}	3	6.385655	0.987551	0.408317	0.403234
{21, 53, 97}	3	2.310289	0.671512	0.600446	0.403207
{39, 50, 67}	3	4.177480	0.920592	0.437737	0.402977
{12, 36, 42}	3	5.087842	0.962430	0.418569	0.402843
{113, 5, 71}	3	3.242217	0.834226	0.482548	0.402554
{1, 79, 90}	3	13.986169	0.999987	0.402550	0.402545
{1, 120, 94}	3	11.066199	0.999811	0.402428	0.402352
{36, 71, 88}	3	12.989996	0.999968	0.402301	0.402288
{113, 53, 90}	3	2.486876	0.709999	0.566312	0.402081
{23, 25, 67}	3	5.326598	0.969249	0.414787	0.402032
{12, 56, 57}	3	5.204299	0.965920	0.416051	0.401872
{22, 26, 42}	3	3.302208	0.841671	0.477263	0.401699
{104, 53, 90}	3	5.228792	0.966614	0.415432	0.401563
{1, 25, 90}	3	6.783697	0.991188	0.405063	0.401494
{120, 128, 42}	3	9.842866	0.999424	0.401635	0.401404
{104, 21, 79}	3	7.316447	0.994474	0.403536	0.401306
{22, 56}	2	10.301214	0.999620	0.401422	0.401270
{108, 26, 39}	3	2.485657	0.709747	0.565160	0.401120
{50, 9}	2	3.889721	0.900000	0.445658	0.401092
{108, 128, 5}	3	3.483247	0.862330	0.465087	0.401058
{128, 26, 42}	3	5.442141	0.972104	0.412438	0.400933
{104, 36, 94}	3	11.035614	0.999806	0.400909	0.400831
{120, 5, 97}	3	4.263992	0.925957	0.432824	0.400776
{21, 44, 97}	3	2.129388	0.627884	0.638286	0.400770
{57, 67, 79}	3	13.077312	0.999971	0.400664	0.400652
{36, 42, 53}	3	4.662008	0.946508	0.423134	0.400500
{26, 42, 5}	3	2.944012	0.792332	0.505452	0.400485
{25, 88, 9}	3	2.997597	0.800493	0.500210	0.400414
{108, 120, 9}	3	2.358284	0.682365	0.586484	0.400197
{1, 104, 57}	3	11.543365	0.999878	0.400140	0.400091
{113, 50, 57}	3	2.972196	0.796660	0.502171	0.400060
{53, 71, 97}	3	4.814283	0.952829	0.419481	0.399694
{1, 128, 97}	3	12.486832	0.999949	0.399212	0.399192
{25, 57, 67}	3	6.615754	0.989802	0.403177	0.399065
{36, 39}	2	20.515142	1.000000	0.399023	0.399022
{1, 42, 50}	3	3.231742	0.832894	0.478783	0.398776
{108, 50, 56}	3	2.780768	0.765627	0.520467	0.398484
{39, 53, 97}	3	2.802369	0.769325	0.517616	0.398215
{113, 42, 53}	3	2.235952	0.654108	0.608716	0.398166
{23, 53}	2	10.366865	0.999642	0.398260	0.398118
{39, 56, 79}	3	12.164847	0.999931	0.397868	0.397840
{26, 39}	2	11.114020	0.999819	0.397842	0.397770
{128, 5, 88}	3	7.476358	0.995200	0.399576	0.397658
{104, 26, 97}	3	6.073506	0.983709	0.404099	0.397516
{26, 71, 88}	3	6.630015	0.989927	0.401514	0.397470
{128, 42, 44}	3	3.874449	0.898778	0.442190	0.397430
{53, 57, 67}	3	4.353902	0.931167	0.426655	0.397287
{22, 5, 94}	3	3.109181	0.816576	0.486478	0.397247
{36, 42, 79}	3	11.584965	0.999883	0.397142	0.397096
{21, 26, 39}	3	2.486190	0.709857	0.559220	0.396966
{113, 44, 94}	3	2.362454	0.683294	0.580753	0.396826
{120, 5, 88}	3	5.589333	0.975372	0.406769	0.396752
{1, 108, 9}	3	2.075722	0.614102	0.645886	0.396640
{39, 50}	2	8.413396	0.997911	0.397467	0.396637
{50, 57, 67}	3	4.059412	0.912679	0.434493	0.396553
{26, 6, 90}	3	2.709715	0.753097	0.526261	0.396325
{53, 56, 57}	3	4.553071	0.941499	0.420615	0.396009
{113, 120, 21}	3	2.370277	0.685031	0.577693	0.395738
{50, 9, 90}	3	2.373577	0.685762	0.577002	0.395686
{25, 36, 42}	3	6.644313	0.990052	0.399655	0.395679
{22, 79, 90}	3	6.338287	0.987031	0.400780	0.395583
{1, 44, 88}	3	4.514857	0.939639	0.420905	0.395499
{108, 22, 39}	3	2.202885	0.646133	0.611989	0.395426
{1, 128, 94}	3	11.439674	0.999866	0.395235	0.395182
{113, 12, 94}	3	2.607486	0.734057	0.538349	0.395179
{1, 26, 94}	3	4.904932	0.956245	0.413231	0.395150
{108, 50, 57}	3	2.455450	0.703437	0.561666	0.395097
{22, 57, 6}	3	2.918024	0.788269	0.501111	0.395010
{79, 9}	2	11.156793	0.999826	0.394915	0.394846
{23, 44, 71}	3	4.695743	0.947975	0.416373	0.394711
{23, 50, 67}	3	3.710300	0.884738	0.446103	0.394684
{56, 57, 79}	3	12.366855	0.999943	0.394624	0.394602
{1, 53, 97}	3	5.153549	0.964440	0.409121	0.394572
{21, 25, 56}	3	3.108429	0.816472	0.483211	0.394528
{53, 71, 94}	3	4.731686	0.949495	0.415504	0.394519
{25, 39, 67}	3	5.380795	0.970622	0.406420	0.394480
{1, 5, 67}	3	5.577625	0.975126	0.404509	0.394447
{108, 25, 97}	3	2.332979	0.676680	0.582908	0.394442
{36, 56, 67}	3	11.632532	0.999888	0.394331	0.394287
{120, 23}	2	22.048029	1.000000	0.394188	0.394187
{36, 57}	2	25.047266	1.000000	0.394157	0.394157
{120, 6, 67}	3	5.180472	0.965233	0.408320	0.394124
{23, 36, 5}	3	5.655285	0.976713	0.403466	0.394070
{108, 120, 36}	3	6.621201	0.989850	0.398050	0.394010
{36, 42, 50}	3	4.080124	0.914119	0.430971	0.393959
{21, 42, 50}	3	1.977019	0.587738	0.670109	0.393849
{113, 53}	2	4.112835	0.916347	0.429624	0.393685
{23, 53, 6}	3	3.460153	0.859840	0.457804	0.393638
{44, 9}	2	3.009406	0.802252	0.490661	0.393633
{71, 79, 97}	3	14.003974	0.999988	0.393490	0.393485
{104, 67}	2	23.998785	1.000000	0.393473	0.393473
{104, 108, 5}	3	2.739660	0.758447	0.518573	0.393310
{39, 44, 67}	3	3.295115	0.840807	0.467738	0.393278
{104, 120, 97}	3	10.878185	0.999776	0.393296	0.393208
{128, 6, 67}	3	5.808142	0.979555	0.401127	0.392926
{26, 57}	2	11.177474	0.999830	0.392977	0.392910
{120, 56, 6}	3	5.649837	0.976605	0.402280	0.392869
{108, 22, 88}	3	2.092349	0.618413	0.635248	0.392846
{5, 9, 90}	3	2.030554	0.602201	0.652269	0.392797
{113, 26, 56}	3	3.386448	0.851613	0.461222	0.392783
{113, 120, 71}	3	6.638193	0.989999	0.396728	0.392760
{108, 6, 71}	3	2.214283	0.648898	0.605256	0.392749
{104, 113, 5}	3	3.411175	0.854421	0.459078	0.392245
{104, 44, 88}	3	5.056874	0.961445	0.407796	0.392074
{1, 36, 88}	3	12.066851	0.999925	0.391941	0.391911
{5, 79, 94}	3	5.209461	0.966068	0.405570	0.391808
{50, 57}	2	8.257030	0.997598	0.392602	0.391659
{12, 128, 42}	3	5.788543	0.979210	0.399786	0.391474
{12, 23}	2	13.617884	0.999982	0.391413	0.391406
{1, 53, 94}	3	5.165754	0.964801	0.405143	0.390883
{120, 71, 88}	3	13.219206	0.999974	0.390712	0.390702
{120, 22, 97}	3	5.189950	0.965508	0.404636	0.390679
{113, 79}	2	12.614244	0.999955	0.390637	0.390619
{104, 22, 57}	3	5.861514	0.980466	0.398370	0.390588
{26, 42, 79}	3	6.187666	0.985232	0.396355	0.390502
{1, 12, 97}	3	5.175027	0.965074	0.404556	0.390426
{21, 25, 71}	3	4.006360	0.908887	0.429519	0.390384
{25, 71, 97}	3	6.232833	0.985796	0.396003	0.390378
{36, 71, 9}	3	4.725459	0.949234	0.411169	0.390296
{22, 36, 97}	3	4.473759	0.937575	0.416225	0.390243
{53, 9}	2	3.877461	0.899020	0.433902	0.390086
{1, 12, 94}	3	5.505120	0.973551	0.400579	0.389984
{128, 22, 97}	3	5.862131	0.980476	0.397442	0.389682
{22, 23, 6}	3	2.746954	0.759734	0.512721	0.389532
{50, 67, 94}	3	3.037294	0.806353	0.483074	0.389528
{71, 79, 94}	3	14.607489	0.999993	0.389513	0.389510
{104, 79, 90}	3	14.413681	0.999992	0.389441	0.389438
{113, 12, 97}	3	2.525959	0.717988	0.542327	0.389384
{104, 120, 94}	3	11.739115	0.999898	0.389319	0.389279
{12, 39, 56}	3	4.304575	0.928353	0.419294	0.389253
{104, 26, 94}	3	5.450020	0.972289	0.400122	0.389034
{25, 71, 94}	3	6.814156	0.991419	0.392025	0.388661
{108, 26, 67}	3	2.626007	0.737597	0.526757	0.388535
{104, 22, 39}	3	5.256402	0.967379	0.401614	0.388513
{1, 67, 71}	3	12.579409	0.999953	0.388451	0.388433
{25, 5, 90}	3	3.891866	0.900171	0.431481	0.388407
{12, 21, 71}	3	3.510680	0.865236	0.448433	0.388000
{1, 113, 36}	3	5.569815	0.974961	0.397957	0.387992
{113, 128, 71}	3	7.627603	0.995800	0.389534	0.387898
{120, 22, 94}	3	5.270928	0.967775	0.400658	0.387747
{12, 57, 67}	3	4.145372	0.918510	0.422091	0.387694
{120, 21, 36}	3	6.490391	0.988630	0.392110	0.387652
{12, 120, 42}	3	4.798027	0.952189	0.406979	0.387521
{108, 128, 36}	3	6.789792	0.991235	0.390856	0.387430
{104, 25, 90}	3	6.446561	0.988190	0.391954	0.387325
{23, 36, 71}	3	10.858071	0.999772	0.387408	0.387320
{5}	1	25.089774	1.000000	0.387253	0.387253
{104, 22, 23}	3	4.610659	0.944201	0.409980	0.387103
{120, 71, 9}	3	5.279910	0.968017	0.399579	0.386800
{104, 42, 50}	3	3.210021	0.830101	0.465674	0.386557
{108, 25, 56}	3	2.929810	0.790120	0.489151	0.386488
{25, 9}	2	5.326977	0.969259	0.398683	0.386428
{5, 79, 97}	3	4.589278	0.943212	0.409548	0.386290
{23, 50, 57}	3	3.011848	0.802614	0.481262	0.386268
{104, 128, 97}	3	12.939263	0.999967	0.386103	0.386090
{113, 25}	2	5.770270	0.978884	0.394406	0.386078
{104, 108, 9}	3	2.060155	0.610032	0.632777	0.386014
{128, 42, 50}	3	4.451162	0.936412	0.412188	0.385978
{21, 50, 97}	3	2.155078	0.634345	0.608284	0.385862
{36, 39, 5}	3	5.637392	0.976357	0.395099	0.385758
{36, 44, 90}	3	4.190594	0.921428	0.418569	0.385681
{120, 42, 79}	3	10.106659	0.999547	0.385553	0.385378
{25, 88}	2	13.959133	0.999987	0.385382	0.385377
{36, 44, 97}	3	5.170393	0.964938	0.399148	0.385153
{44, 5, 88}	3	3.470324	0.860942	0.447324	0.385120
{120, 42, 53}	3	4.438595	0.935756	0.411544	0.385105
{104, 12, 94}	3	7.131502	0.993499	0.387469	0.384950
{1, 26, 88}	3	6.100284	0.984080	0.391154	0.384926
{104, 56}	2	22.319249	1.000000	0.384413	0.384413
{108, 23, 9}	3	1.690756	0.503878	0.762747	0.384332
{113, 23, 6}	3	1.981680	0.589013	0.652261	0.384190
{25, 56, 57}	3	5.212605	0.966157	0.397137	0.383696
{22, 5, 57}	3	3.616294	0.875904	0.437898	0.383556
{128, 71, 88}	3	12.862152	0.999964	0.383518	0.383504
{128, 23}	2	24.449699	1.000000	0.383397	0.383397
{1, 113, 22}	3	3.492709	0.863339	0.443999	0.383321
{44, 67}	2	7.673660	0.995968	0.384866	0.383314
{1, 79, 97}	3	13.406428	0.999978	0.383129	0.383121
{128, 23, 5}	3	7.637393	0.995836	0.384682	0.383081
{26, 57, 6}	3	3.314334	0.843138	0.454282	0.383022
{53, 57, 6}	3	3.446895	0.858392	0.446194	0.383009
{12, 71, 88}	3	6.127070	0.984442	0.388862	0.382812
{22, 5, 97}	3	2.869294	0.780460	0.490456	0.382781
{104, 12, 21}	3	3.898734	0.900715	0.424963	0.382770
{120, 56, 67}	3	11.296572	0.999847	0.382742	0.382683
{128, 6, 9}	3	3.070350	0.811116	0.471656	0.382568
{21, 53, 56}	3	2.720440	0.755025	0.506690	0.382563
{1, 56, 71}	3	11.331553	0.999852	0.382411	0.382355
{23, 25, 56}	3	4.431516	0.935384	0.408747	0.382335
{36, 5, 57}	3	5.602274	0.975641	0.391856	0.382311
{128, 21, 36}	3	7.079301	0.993194	0.384916	0.382297
{104, 128, 94}	3	12.075958	0.999926	0.382125	0.382097
{23, 44, 5}	3	3.693761	0.883227	0.432430	0.381934
{1, 104, 9}	3	3.621143	0.876375	0.435511	0.381671
{120, 39}	2	22.884147	1.000000	0.381638	0.381638
{39, 53}	2	6.573170	0.989418	0.385711	0.381629
{79, 88}	2	29.822580	1.000000	0.381613	0.381613
{120, 23, 5}	3	5.489289	0.973194	0.391876	0.381371
{44, 56, 67}	3	3.899216	0.900753	0.423296	0.381285
{12, 23, 6}	3	3.296367	0.840960	0.453239	0.381156
{53, 57}	2	9.698624	0.999343	0.380845	0.380595
{128, 56, 6}	3	5.106190	0.963002	0.395087	0.380469
{104, 5, 67}	3	5.438163	0.972010	0.391400	0.380445
{128, 71, 9}	3	5.331367	0.969372	0.392386	0.380368
{1, 120, 88}	3	12.211685	0.999934	0.380351	0.380326
{12, 39, 67}	3	3.815908	0.893965	0.425334	0.380234
{120, 26, 42}	3	3.966642	0.905947	0.419632	0.380164
{5, 79, 88}	3	6.657035	0.990161	0.383493	0.379720
{22, 9, 90}	3	2.053415	0.608259	0.624081	0.379603
{104, 12, 97}	3	5.337999	0.969543	0.391447	0.379524
{23, 50, 56}	3	3.481867	0.862183	0.440063	0.379415
{21, 53, 57}	3	2.402219	0.692042	0.547888	0.379162
{1, 79, 94}	3	12.580746	0.999953	0.379152	0.379134
{42, 53, 79}	3	5.637751	0.976364	0.388268	0.379091
{50, 57, 9}	3	2.695737	0.750565	0.505023	0.379052
{108, 36, 9}	3	2.152561	0.633716	0.598074	0.379009
{36, 39, 71}	3	11.315222	0.999850	0.379042	0.378985
{113, 23, 26}	3	2.623490	0.737119	0.514031	0.378902
{128, 42, 53}	3	4.460960	0.936919	0.404350	0.378843
{104, 36, 88}	3	12.258698	0.999937	0.378831	0.378808
{12, 39}	2	9.780961	0.999391	0.378864	0.378633
{12, 22, 90}	3	3.847926	0.896623	0.422207	0.378561
{120, 25, 42}	3	5.581329	0.975204	0.388065	0.378443
{128, 42, 79}	3	13.099514	0.999971	0.378359	0.378348
{113, 22, 71}	3	3.229658	0.832628	0.454359	0.378312
{1, 5, 56}	3	4.723949	0.949171	0.398469	0.378215
{6, 67, 79}	3	5.969133	0.982184	0.385044	0.378184
{12, 42, 79}	3	6.199283	0.985379	0.383703	0.378093
{22, 36, 94}	3	4.122608	0.917002	0.412248	0.378032
{44, 5, 90}	3	2.789342	0.767101	0.492799	0.378027
{120, 36, 90}	3	11.757476	0.999900	0.378015	0.377977
{113, 44, 97}	3	2.204028	0.646411	0.584731	0.377976
{128, 25, 42}	3	6.894387	0.991999	0.380872	0.377824
{1, 25, 97}	3	5.802920	0.979464	0.385642	0.377722
{108, 5, 79}	3	3.292506	0.840488	0.449004	0.377382
{50, 71, 88}	3	4.530814	0.940423	0.401264	0.377358
{128, 22, 94}	3	4.978728	0.958850	0.393465	0.377273
{1, 104, 6}	3	5.878897	0.980754	0.384520	0.377119
{120, 44, 97}	3	5.474772	0.972863	0.387558	0.377041
{1, 23, 36}	3	11.805139	0.999904	0.377047	0.377011
{104, 113, 36}	3	5.791000	0.979254	0.384847	0.376863
{120, 57}	2	24.024098	1.000000	0.376772	0.376772
{26, 39, 9}	3	2.643013	0.740812	0.508516	0.376715
{53, 9, 90}	3	2.268440	0.661803	0.569164	0.376675
{22, 79, 97}	3	6.363151	0.987306	0.381359	0.376519
{104, 6, 71}	3	4.788284	0.951803	0.394881	0.375848
{36, 57, 71}	3	12.820667	0.999963	0.375798	0.375784
{120, 23, 71}	3	10.919386	0.999784	0.375818	0.375737
{128, 56, 67}	3	12.515830	0.999950	0.375548	0.375529
{120, 39, 5}	3	5.759272	0.978685	0.383510	0.375335
{104, 67, 71}	3	11.584345	0.999883	0.375342	0.375298
{44, 56}	2	8.817268	0.998546	0.375806	0.375259
{108, 25, 88}	3	2.319799	0.673686	0.556853	0.375144
{104, 53, 94}	3	4.923066	0.956899	0.392034	0.375137
{1, 25, 94}	3	5.986462	0.982446	0.381665	0.374965
{104, 23, 44}	3	4.851584	0.954264	0.392903	0.374933
{128, 39, 5}	3	7.664359	0.995934	0.376316	0.374786
{104, 5, 56}	3	5.457338	0.972460	0.385360	0.374747
{23, 26, 71}	3	5.320732	0.969097	0.386621	0.374673
{120, 44, 94}	3	5.607683	0.975753	0.383581	0.374280
{26, 56, 67}	3	4.767831	0.950980	0.393544	0.374253
{113, 25, 57}	3	2.958452	0.794560	0.470855	0.374122
{12, 36, 90}	3	7.283157	0.994309	0.376165	0.374024
{1, 113, 120}	3	5.279526	0.968007	0.386367	0.374006
{12, 57}	2	11.526134	0.999876	0.373998	0.373952
{108, 36, 79}	3	8.268206	0.997622	0.374774	0.373883
{56, 6, 79}	3	6.258494	0.986106	0.379004	0.373738
{1, 23, 44}	3	4.170386	0.920137	0.406012	0.373587
{42, 50, 79}	3	4.587720	0.943139	0.396105	0.373582
{50, 67, 97}	3	2.787506	0.766786	0.487051	0.373464
{26, 39, 71}	3	6.357617	0.987246	0.378255	0.373430
{120, 44, 90}	3	4.123739	0.917078	0.406979	0.373232
{1, 128, 88}	3	12.099770	0.999927	0.373157	0.373130
{108, 120, 128}	3	6.021893	0.982971	0.379267	0.372808
{104, 53, 97}	3	4.537123	0.940730	0.396011	0.372540
{104, 26, 88}	3	6.173707	0.985054	0.378044	0.372394
{1, 120, 9}	3	4.918494	0.956735	0.389219	0.372379
{108, 25, 94}	3	2.190016	0.642990	0.578930	0.372246
{26, 36, 90}	3	4.934132	0.957294	0.388817	0.372212
{108, 25, 39}	3	2.427256	0.697446	0.533593	0.372153
{113, 71, 79}	3	7.691524	0.996031	0.373451	0.371969
{108, 23, 50}	3	2.212972	0.648581	0.573276	0.371816
{53, 71, 88}	3	4.622220	0.944728	0.393427	0.371681
{22, 79, 94}	3	6.160381	0.984881	0.377382	0.371676
{128, 5, 57}	3	7.707687	0.996087	0.373072	0.371613
{36, 44, 94}	3	4.507586	0.939279	0.395171	0.371175
{113, 39, 50}	3	2.608206	0.734196	0.505415	0.371073
{120, 128, 21}	3	7.155332	0.993633	0.373327	0.370950
{25, 39, 56}	3	4.271583	0.926410	0.400380	0.370917
{128, 39}	2	23.994221	1.000000	0.370848	0.370847
{1, 113, 128}	3	5.719570	0.977952	0.379173	0.370813
{128, 36, 90}	3	13.026968	0.999969	0.370821	0.370810
{50, 94, 97}	3	2.216649	0.649470	0.570790	0.370711
{36, 6}	2	11.968398	0.999918	0.370727	0.370697
{108, 44, 88}	3	2.020076	0.599401	0.618171	0.370532
{26, 57, 71}	3	6.401788	0.987723	0.375011	0.370407
{113, 12, 57}	3	2.726216	0.756057	0.489769	0.370293
{22, 67, 71}	3	4.941029	0.957538	0.386681	0.370262
{12, 42, 44}	3	3.187201	0.827122	0.447534	0.370165
{113, 6, 79}	3	3.116590	0.817602	0.452722	0.370146
{104, 79, 97}	3	12.510861	0.999950	0.370020	0.370002
{120, 22, 88}	3	5.651568	0.976640	0.378581	0.369737
{39, 44, 71}	3	3.968590	0.906093	0.408006	0.369692
{104, 56, 71}	3	11.017826	0.999803	0.369302	0.369229
{36, 50, 90}	3	4.734694	0.949620	0.388567	0.368991
{12, 5, 94}	3	3.498729	0.863977	0.426997	0.368916
{113, 36, 9}	3	2.369231	0.684800	0.538579	0.368819
{128, 23, 71}	3	11.503002	0.999874	0.368625	0.368578
{1, 36, 39}	3	9.975681	0.999489	0.368681	0.368493
{25, 71, 88}	3	7.579536	0.995618	0.369948	0.368327
{108, 23, 26}	3	2.185456	0.641870	0.573526	0.368129
{21, 36, 79}	3	7.977621	0.996920	0.368834	0.367698
{1, 12, 88}	3	5.406839	0.971260	0.378501	0.367623
{42, 5, 9}	3	1.772962	0.529070	0.694673	0.367531
{71, 79, 88}	3	16.228910	0.999998	0.367435	0.367435
{120, 39, 71}	3	12.279181	0.999938	0.367452	0.367429
{39, 53, 67}	3	3.410959	0.854396	0.429899	0.367304
{104, 120, 88}	3	11.855569	0.999909	0.367242	0.367208
{39, 50, 9}	3	2.546721	0.722157	0.508266	0.367048
{12, 57, 6}	3	3.214705	0.830707	0.441629	0.366865
{21, 23, 44}	3	2.075754	0.614110	0.597338	0.366831
{71, 79, 9}	3	5.551916	0.974578	0.376303	0.366737
{12, 21, 56}	3	2.586346	0.729967	0.502125	0.366535
{12, 23, 71}	3	5.818944	0.979743	0.373969	0.366393
{22, 88, 9}	3	2.150134	0.633109	0.578605	0.366320
{23, 53, 71}	3	5.266909	0.967666	0.378533	0.366294
{104, 79, 94}	3	11.998453	0.999920	0.366043	0.366013
{128, 57}	2	26.733216	1.000000	0.365982	0.365982
{1, 108, 5}	3	2.384443	0.688157	0.531682	0.365880
{113, 128, 5}	3	3.915376	0.902022	0.405592	0.365852
{50, 56, 67}	3	4.333490	0.930016	0.393294	0.365770
{53, 56, 67}	3	4.714588	0.948777	0.385457	0.365712
{21, 50, 57}	3	2.250767	0.657634	0.555726	0.365465
{1, 36, 57}	3	12.704458	0.999958	0.365437	0.365422
{1, 120, 23}	3	11.604815	0.999885	0.365458	0.365416
{21, 53, 71}	3	3.037597	0.806397	0.452998	0.365296
{104, 108, 22}	3	2.663138	0.744573	0.490384	0.365127
{1, 104, 67}	3	12.695156	0.999958	0.364981	0.364966
